feature_10,feature_30,feature_7,feature_26,feature_28,feature_25,feature_5,feature_15,feature_4,feature_8,feature_27,feature_16,feature_21,feature_9,feature_22,feature_12,feature_2,feature_24,target
0.06639,0.09326,0.05786,0.2499,0.1335,0.1393,0.1071,0.00445,546.3,0.05266,0.1848,0.01452,14.83,0.1779,18.32,0.5733,14.06,660.2,0
0.06088,0.0696,0.04548,0.1346,0.09077,0.1199,0.0995,0.003245,571.1,0.0316,0.1742,0.008186,14.96,0.1732,23.53,0.9462,17.64,686.5,0
0.06259,0.08181,0.1191,0.2979,0.1452,0.1541,0.1043,0.006034,747.2,0.06211,0.4004,0.0182,17.01,0.1784,14.2,0.3871,11.28,854.3,0
0.07325,0.1034,0.1544,0.4061,0.1342,0.1175,0.09514,0.007234,476.7,0.04846,0.4896,0.07471,13.78,0.2082,21.03,1.207,16.41,580.6,0
0.05355,0.06596,0.05192,0.207,0.07828,0.1142,0.08641,0.003535,666.0,0.02791,0.2437,0.01393,16.46,0.1409,25.44,1.006,16.85,831.0,0
0.06115,0.09009,0.2256,0.3725,0.206,0.1514,0.1089,0.005288,1167.0,0.1194,0.5936,0.02833,23.96,0.1823,30.39,1.408,18.82,1740.0,1
0.06401,0.08024,0.04279,0.1477,0.09815,0.1526,0.1128,0.008998,420.5,0.03132,0.149,0.01292,13.32,0.1853,21.59,1.154,16.17,549.8,0
0.05325,0.07623,0.03649,0.292,0.08737,0.1009,0.07497,0.002667,857.6,0.02307,0.2477,0.01446,19.18,0.1846,26.56,0.5679,20.2,1084.0,1
0.05976,0.08203,0.01714,0.1804,0.06335,0.1256,0.08192,0.005096,466.5,0.01261,0.123,0.01205,14.17,0.1544,31.99,1.139,22.44,622.9,0
0.05243,0.05871,0.04445,0.09976,0.08341,0.09862,0.07838,0.004369,992.1,0.04178,0.1048,0.008274,19.82,0.122,18.42,1.046,13.23,1210.0,0
0.06077,0.07625,0.117,0.2327,0.1489,0.1309,0.1001,0.007997,1007.0,0.07762,0.2544,0.027,21.53,0.2116,26.06,1.288,20.56,1426.0,1
0.06013,0.07028,0.007173,0.06477,0.0268,0.09439,0.07372,0.01039,477.3,0.01149,0.01674,0.01003,13.19,0.1613,16.36,1.486,12.83,534.0,0
0.05888,0.07429,0.018,0.1646,0.04195,0.1118,0.07335,0.007802,538.7,0.01256,0.07698,0.02052,14.5,0.1713,28.46,1.473,20.54,648.3,0
0.05748,0.06599,0.06824,0.1388,0.1017,0.1216,0.09587,0.005415,680.9,0.04951,0.17,0.01371,16.01,0.1487,28.48,1.636,20.21,783.6,0
0.06854,0.1033,0.08017,0.3842,0.1407,0.1533,0.1076,0.005704,485.6,0.05074,0.3582,0.02502,14.38,0.1641,22.15,0.6332,18.17,633.7,0
0.06046,0.07661,0.03609,0.2506,0.1053,0.1276,0.08928,0.003796,480.1,0.02369,0.2028,0.01371,14.06,0.1526,24.34,0.781,17.31,607.3,0
0.06697,0.09445,0.1491,0.3089,0.1663,0.1412,0.1012,0.007974,1068.0,0.09183,0.3533,0.03214,22.75,0.1832,22.88,1.045,17.52,1600.0,1
0.06222,0.08999,0.2188,0.3597,0.2113,0.1464,0.1085,0.006666,1320.0,0.1121,0.5179,0.02791,23.86,0.1848,30.76,1.216,21.24,1760.0,1
0.06869,0.08549,0.07721,0.2176,0.1018,0.1135,0.09883,0.004123,689.4,0.06142,0.1856,0.01819,16.76,0.1668,20.43,0.8423,16.74,856.9,0
0.07237,0.1183,0.1357,0.3966,0.1521,0.1794,0.1162,0.00968,595.9,0.06759,0.3381,0.03856,16.01,0.2275,32.94,1.528,24.49,788.0,1
0.06612,0.07538,0.05928,0.1751,0.08411,0.158,0.1158,0.009702,476.3,0.03279,0.1889,0.01567,13.57,0.1943,21.4,1.095,16.32,552.0,0
0.05484,0.07277,0.1676,0.3625,0.2264,0.1199,0.09342,0.005753,1682.0,0.1003,0.3794,0.03356,30.79,0.1505,23.87,0.7452,19.83,2782.0,1
0.09502,0.1252,0.0973,0.3441,0.1025,0.1902,0.1634,0.009783,248.7,0.05252,0.2099,0.04542,10.28,0.2378,16.38,1.093,12.87,300.2,0
0.09575,0.1364,0.1188,0.3663,0.1075,0.2006,0.1255,0.02177,272.5,0.07038,0.2913,0.04888,10.6,0.2057,18.04,1.39,13.14,328.1,0
0.06894,0.08839,0.08175,0.2315,0.08088,0.1402,0.1096,0.006272,453.1,0.02166,0.3535,0.02198,13.16,0.2124,24.17,0.7959,20.04,515.3,0
0.07976,0.1168,0.04063,0.2031,0.09514,0.1662,0.1194,0.01262,366.5,0.04268,0.1256,0.02348,11.69,0.1954,20.74,1.03,17.12,411.1,0
0.05657,0.0723,0.05526,0.1361,0.1357,0.1354,0.09427,0.007394,819.8,0.04563,0.1947,0.01203,17.32,0.1711,17.76,0.4706,15.7,928.2,0
0.07083,0.1067,0.203,0.4967,0.2163,0.1732,0.1183,0.009538,731.3,0.0852,0.5911,0.0494,17.11,0.1807,36.33,1.961,23.95,909.4,1
0.06758,0.09879,0.06726,0.2793,0.1056,0.1073,0.08099,0.006982,426.0,0.02639,0.269,0.03916,12.45,0.1499,17.6,0.6417,14.69,473.8,0
0.05348,0.06142,0.03416,0.1011,0.07955,0.1139,0.08472,0.006708,680.7,0.02541,0.1101,0.01197,15.61,0.1659,17.58,0.6232,14.7,760.2,0
0.07325,0.1109,0.1445,0.3856,0.2051,0.1574,0.1106,0.005414,556.7,0.08172,0.5106,0.02265,16.41,0.2116,29.66,0.9306,20.52,844.4,1
0.0564,0.07048,0.08222,0.1928,0.09186,0.1223,0.09832,0.004953,658.8,0.04349,0.2492,0.01812,16.76,0.1739,17.24,0.6237,13.66,862.0,0
0.05915,0.06954,0.07486,0.2101,0.112,0.1246,0.09215,0.004952,701.9,0.04335,0.2866,0.0163,17.58,0.1561,28.06,1.198,19.07,967.0,1
0.06211,0.06783,0.04302,0.1574,0.08542,0.1483,0.1049,0.008577,391.2,0.02594,0.1624,0.01641,12.47,0.1927,23.03,1.01,18.61,478.6,0
0.05941,0.07863,0.1569,0.2536,0.151,0.1492,0.1068,0.006176,1052.0,0.09451,0.3759,0.01877,21.86,0.186,26.2,0.9225,20.58,1493.0,1
0.06188,0.09136,0.1411,0.3309,0.1613,0.1417,0.1037,0.005089,1214.0,0.09431,0.4185,0.02303,23.73,0.1802,25.23,0.8737,20.26,1646.0,1
0.07253,0.08893,0.04825,0.2961,0.1096,0.1456,0.1218,0.005273,493.1,0.05303,0.1246,0.02329,15.05,0.1709,24.37,1.169,18.22,674.7,0
0.06623,0.08557,0.0388,0.1979,0.08045,0.1475,0.1125,0.007509,493.8,0.02995,0.1423,0.01561,14.45,0.212,21.74,1.003,16.7,624.1,0
0.07696,0.08982,0.03332,0.2097,0.07262,0.185,0.1371,0.01546,257.8,0.02421,0.09996,0.0254,10.57,0.2197,17.84,1.13,13.9,326.6,0
0.06739,0.09671,0.231,0.4188,0.2475,0.1342,0.103,0.004989,1841.0,0.1471,0.4658,0.03212,29.92,0.1991,26.93,0.9004,21.6,2642.0,1
0.06343,0.07613,0.005067,0.07723,0.02832,0.1108,0.08511,0.0042,388.1,0.005664,0.02533,0.0059,11.93,0.1637,26.43,1.083,19.83,435.9,0
0.06843,0.09031,0.05385,0.2566,0.1284,0.1425,0.09916,0.006739,571.0,0.03783,0.1935,0.02251,15.11,0.1714,25.63,1.249,18.68,701.9,0
0.06891,0.09209,0.0233,0.2243,0.06528,0.1419,0.09492,0.008732,293.2,0.02416,0.08434,0.02042,11.24,0.1387,22.99,1.216,15.68,376.5,0
0.07126,0.1049,0.02565,0.2235,0.08512,0.1641,0.1036,0.007897,221.3,0.0151,0.1754,0.01762,9.473,0.1678,18.45,0.6793,13.1,275.6,0
0.06317,0.08665,0.04201,0.3124,0.1427,0.1624,0.1075,0.004413,551.1,0.03152,0.2654,0.01443,15.35,0.1723,25.16,0.6068,18.75,719.8,0
0.05808,0.07592,0.02958,0.2074,0.107,0.1292,0.09003,0.003681,468.5,0.02647,0.1791,0.009169,13.61,0.1689,19.27,0.4957,12.27,564.9,0
0.06457,0.07253,0.101,0.1364,0.1015,0.1394,0.1248,0.01004,594.2,0.06615,0.1559,0.03247,14.62,0.1976,15.38,2.635,13.17,653.3,0
0.06608,0.08052,0.03781,0.1632,0.07393,0.1521,0.11,0.007327,445.2,0.02798,0.1622,0.01153,13.45,0.1657,15.77,0.504,13.44,549.9,0
0.06677,0.07757,0.05282,0.1854,0.101,0.1349,0.1073,0.006587,422.9,0.0444,0.1366,0.01815,13.5,0.1598,27.98,1.907,17.56,552.3,0
0.06461,0.0895,0.042,0.2964,0.0812,0.155,0.1016,0.005251,416.2,0.02157,0.2758,0.01727,13.35,0.1859,28.81,0.8745,20.02,550.6,0
0.06155,0.07782,0.01752,0.1564,0.08704,0.1264,0.09277,0.003828,575.5,0.0188,0.1206,0.007228,15.85,0.1631,20.2,0.4801,16.33,773.4,0
0.05419,0.06386,0.1523,0.2534,0.1613,0.1097,0.09156,0.004938,1299.0,0.1015,0.3092,0.03089,23.23,0.2166,27.15,1.736,20.67,1645.0,1
0.06408,0.08278,0.05263,0.251,0.09861,0.1428,0.09687,0.009501,365.6,0.02788,0.2123,0.03378,11.62,0.1619,26.51,1.583,17.62,407.5,0
0.06251,0.07569,0.2085,0.3135,0.2148,0.1268,0.1046,0.004578,1308.0,0.1322,0.4433,0.02616,24.3,0.2127,25.48,0.9901,20.86,1809.0,1
0.05982,0.08351,0.1463,0.2733,0.1362,0.138,0.1038,0.006113,629.8,0.06139,0.4234,0.02583,15.29,0.1926,34.27,1.851,22.55,728.3,1
0.07405,0.0997,0.04515,0.3251,0.1308,0.1768,0.1236,0.01288,406.4,0.04531,0.1395,0.03495,12.98,0.2131,32.19,1.978,24.44,487.7,0
0.07285,0.09938,0.0,0.0834,0.0,0.1256,0.08098,0.01266,178.8,0.0,0.0,0.009692,9.077,0.187,30.92,1.462,25.49,248.0,0
0.07751,0.1066,0.09252,0.3064,0.05,0.1596,0.08668,0.01547,170.4,0.01364,0.3393,0.06457,8.678,0.2037,31.89,1.479,25.44,223.6,0
0.06782,0.08134,0.06737,0.2118,0.06918,0.1345,0.09984,0.01215,402.9,0.02594,0.1797,0.04112,12.26,0.1818,19.68,1.768,14.44,457.8,0
0.06341,0.1023,0.1009,0.4202,0.1205,0.134,0.08837,0.007138,656.4,0.0389,0.404,0.04653,16.22,0.1872,31.73,1.079,24.99,808.9,0
0.0568,0.06956,0.04105,0.1376,0.1095,0.106,0.08275,0.004775,668.6,0.03027,0.1611,0.01172,16.51,0.184,32.29,1.385,25.42,826.4,0
0.05781,0.06443,0.02987,0.1381,0.07958,0.1072,0.08671,0.004973,538.4,0.03275,0.1062,0.01372,14.37,0.1628,37.17,1.597,28.06,629.6,0
0.06688,0.08492,0.03688,0.2037,0.06845,0.1264,0.09578,0.006298,584.8,0.02369,0.1377,0.02172,15.05,0.162,24.75,1.047,20.7,688.6,0
0.05801,0.06953,0.02974,0.1517,0.07174,0.1216,0.09246,0.005868,573.2,0.02443,0.1049,0.02099,15.35,0.1664,29.09,1.336,23.23,729.8,0
0.06201,0.07399,0.01012,0.08842,0.02381,0.1285,0.09434,0.007086,324.9,0.005495,0.04384,0.007247,11.25,0.1885,21.77,0.967,16.35,384.9,0
0.06714,0.09479,0.04358,0.2246,0.08333,0.1461,0.08877,0.01027,320.8,0.02438,0.1783,0.03084,10.83,0.1669,22.04,1.023,16.58,357.4,0
0.06235,0.0792,0.02337,0.09546,0.03846,0.1199,0.08491,0.00744,285.7,0.009615,0.0935,0.01123,10.93,0.158,25.59,1.363,19.34,364.2,0
0.06328,0.07626,0.01548,0.1633,0.03264,0.1204,0.08192,0.008263,361.6,0.00816,0.06194,0.0187,13.03,0.1976,31.45,1.918,24.21,505.6,0
0.05948,0.06592,0.0,0.07348,0.0,0.1001,0.07431,0.009579,360.5,0.0,0.0,0.01104,11.66,0.1661,24.77,1.304,21.48,412.3,0
0.06552,0.08032,0.04824,0.1782,0.06413,0.1087,0.09566,0.003495,378.4,0.02257,0.1564,0.03051,12.02,0.203,28.26,1.467,22.44,436.6,0
0.05637,0.06484,0.01997,0.1064,0.06498,0.1234,0.08276,0.008835,507.9,0.01499,0.08653,0.01233,13.87,0.1539,36.0,1.367,29.43,594.7,0
0.06576,0.07393,0.03996,0.08298,0.02564,0.1103,0.0924,0.01094,264.0,0.01282,0.07993,0.01834,9.845,0.1692,25.05,1.879,21.94,295.8,0
0.05708,0.07242,0.06195,0.162,0.06493,0.1227,0.08123,0.008412,514.3,0.02343,0.2439,0.02153,13.89,0.1566,35.74,1.36,28.92,595.7,0
0.06127,0.08283,0.05999,0.171,0.09127,0.1384,0.0903,0.01205,321.4,0.02738,0.2,0.02736,10.84,0.1593,34.91,2.239,27.61,357.6,0
0.06331,0.06742,0.005025,0.12,0.02232,0.1265,0.1003,0.01291,311.7,0.01116,0.01005,0.02222,10.65,0.1791,22.88,2.09,19.59,347.3,0
0.06059,0.06969,0.0,0.07158,0.0,0.1073,0.08123,0.01159,271.3,0.0,0.0,0.01124,10.49,0.1742,34.24,2.927,27.88,330.6,0
0.06147,0.08004,0.1029,0.3171,0.1105,0.1026,0.08473,0.004242,657.1,0.03736,0.3662,0.04639,15.48,0.1454,27.27,1.108,22.68,733.5,0
0.0657,0.08732,0.1112,0.2517,0.09653,0.1298,0.09261,0.0082,403.5,0.04105,0.363,0.02982,12.48,0.1388,37.16,2.904,23.93,474.2,0
0.06171,0.08321,0.04462,0.2264,0.1048,0.1241,0.09929,0.007256,600.4,0.04304,0.1326,0.02678,15.3,0.1537,33.17,1.492,27.15,706.7,0
0.05502,0.05905,0.0,0.05494,0.0,0.09267,0.07449,0.007594,386.0,0.0,0.0,0.008878,11.92,0.106,38.3,3.896,29.37,439.6,0
0.07152,0.1409,0.255,0.7917,0.2356,0.1417,0.1048,0.004625,716.9,0.09429,1.17,0.04844,17.52,0.2128,42.79,1.205,30.62,915.0,1
0.06879,0.09873,0.3174,0.4186,0.2542,0.1407,0.1099,0.006399,1347.0,0.1474,0.6599,0.0431,24.29,0.2149,29.41,1.026,25.09,1819.0,1
0.05623,0.07115,0.2439,0.2113,0.2216,0.141,0.111,0.0103,1479.0,0.1389,0.4107,0.02891,25.45,0.1726,26.4,1.256,22.39,2027.0,1
0.05533,0.06637,0.144,0.1922,0.1628,0.1166,0.0978,0.005769,1261.0,0.09791,0.3215,0.02423,23.69,0.1752,38.25,2.463,28.25,1731.0,1
0.05648,0.0782,0.09251,0.3094,0.1418,0.1139,0.08455,0.005903,858.1,0.05302,0.3403,0.03731,18.98,0.159,34.12,1.075,28.08,1124.0,1
0.07016,0.124,0.3514,0.8681,0.265,0.165,0.1178,0.006522,1265.0,0.152,0.9387,0.06158,25.74,0.2397,39.42,1.595,29.33,1821.0,1
0.05884,0.07039,0.0,0.06444,0.0,0.08996,0.05263,0.007189,181.0,0.0,0.0,0.00466,9.456,0.1587,30.37,1.428,24.54,268.6,0
