feature_10,feature_30,feature_25,feature_26,feature_21,feature_6,feature_29,feature_20,feature_3,feature_4,feature_9,feature_5,feature_24,feature_1,feature_28,feature_23,feature_2,feature_14,feature_16,feature_11,feature_19,target
0.06144,0.07123,0.1282,0.1108,12.36,0.05978,0.2976,0.00206,70.95,380.3,0.1615,0.1018,458.0,11.16,0.04306,79.26,21.41,18.99,0.009442,0.2865,0.02694,0
0.06267,0.08284,0.1249,0.1937,13.07,0.07722,0.3035,0.003339,74.2,409.7,0.2031,0.08546,520.5,11.57,0.06664,86.43,19.04,20.3,0.02047,0.2864,0.01868,0
0.07406,0.09208,0.1312,0.3635,16.46,0.1836,0.2827,0.005444,98.22,656.1,0.2086,0.1031,809.2,14.69,0.1108,114.1,13.98,49.45,0.05244,0.5462,0.02653,0
0.0632,0.07427,0.1415,0.217,12.64,0.1168,0.2787,0.001982,75.46,408.2,0.1886,0.1088,475.7,11.61,0.1105,81.93,16.02,15.89,0.02005,0.2456,0.01848,0
0.06181,0.08839,0.1147,0.3167,15.14,0.1147,0.2744,0.003956,89.46,575.3,0.1848,0.09057,708.8,13.66,0.1407,101.4,19.13,19.36,0.02809,0.2244,0.01581,0
0.07029,0.08009,0.1398,0.1352,11.21,0.08333,0.3196,0.004225,61.93,289.7,0.2538,0.1075,380.9,9.742,0.04589,71.79,19.12,43.52,0.01885,0.6965,0.031,0
0.06439,0.08061,0.1126,0.07094,11.11,0.03912,0.2349,0.002411,63.19,307.3,0.163,0.08117,376.3,10.03,0.02579,69.92,21.28,11.6,0.005697,0.1851,0.01445,0
0.06915,0.09646,0.1327,0.2996,12.13,0.1013,0.302,0.00483,67.49,333.6,0.1925,0.09816,440.4,10.48,0.0931,81.41,14.98,20.77,0.03867,0.3276,0.02161,0
0.05977,0.07662,0.1303,0.1696,12.76,0.05743,0.2965,0.00269,68.79,359.9,0.2016,0.08801,489.5,10.8,0.07485,83.69,21.98,20.2,0.02148,0.3077,0.01844,0
0.06148,0.07083,0.103,0.06219,11.68,0.03834,0.2383,0.002377,70.47,381.1,0.1511,0.08151,421.1,11.13,0.04044,74.35,16.62,9.704,0.006263,0.1415,0.02009,0
0.05544,0.06025,0.1068,0.09605,13.82,0.04522,0.2165,0.00118,80.98,501.3,0.1459,0.07896,586.8,12.72,0.03612,88.87,17.67,23.24,0.01174,0.2954,0.0194,0
0.06898,0.1155,0.1419,0.709,16.35,0.2225,0.2866,0.005784,102.1,685.0,0.2041,0.09947,832.7,14.9,0.2475,125.4,22.53,24.19,0.06213,0.253,0.01499,1
0.07102,0.09359,0.145,0.2629,12.88,0.1316,0.2556,0.006005,81.47,467.8,0.1811,0.1054,515.8,12.4,0.0737,89.61,17.68,15.43,0.03295,0.1767,0.02187,0
0.06053,0.08075,0.1665,0.2942,22.03,0.1489,0.3032,0.004005,133.8,1250.0,0.1724,0.1133,1479.0,20.18,0.2173,146.0,19.54,52.49,0.02715,0.4331,0.02451,1
0.06132,0.08314,0.139,0.3463,22.66,0.1389,0.3007,0.004515,123.7,1110.0,0.1943,0.1018,1603.0,18.82,0.1708,145.3,21.97,103.9,0.04088,0.8191,0.02383,1
0.05703,0.06827,0.1218,0.155,16.31,0.07074,0.2525,0.002168,94.89,673.7,0.1573,0.08924,777.5,14.86,0.07971,102.3,16.94,23.92,0.01665,0.3028,0.01551,0
0.06544,0.1055,0.1613,0.3568,17.04,0.1133,0.3179,0.002846,91.12,599.5,0.1669,0.106,869.3,13.98,0.1827,113.9,19.62,18.85,0.01791,0.2208,0.01223,1
0.06347,0.07735,0.1214,0.1652,14.45,0.07883,0.3313,0.002378,82.67,509.2,0.1861,0.09136,626.9,12.87,0.06384,95.14,19.54,26.5,0.01362,0.3665,0.02223,0
0.05898,0.07234,0.1195,0.1252,15.66,0.05895,0.2725,0.00283,89.78,611.2,0.1714,0.08458,750.0,14.04,0.07453,101.2,15.98,32.74,0.01295,0.3892,0.02005,0
0.05673,0.06911,0.1118,0.1141,15.63,0.0633,0.2513,0.002326,88.68,592.6,0.1555,0.08684,749.1,13.85,0.0589,100.9,19.6,29.63,0.01095,0.3419,0.02014,0
0.05586,0.0671,0.1034,0.1017,14.91,0.05581,0.2136,0.002104,89.59,606.5,0.1589,0.07966,688.9,14.02,0.08216,96.53,15.66,19.25,0.009238,0.2142,0.01171,0
0.0664,0.09532,0.1391,0.4082,12.36,0.1113,0.254,0.004976,71.73,371.5,0.1489,0.08915,476.4,10.97,0.1555,90.14,17.2,18.15,0.04638,0.2574,0.01516,0
0.05407,0.07944,0.1436,0.4122,20.38,0.1109,0.25,0.003739,112.4,928.8,0.1467,0.08331,1284.0,17.27,0.1739,132.8,25.42,58.38,0.04308,0.51,0.01594,1
0.05848,0.0681,0.1072,0.1071,15.27,0.06718,0.1859,0.002564,88.37,585.9,0.1405,0.08817,706.6,13.78,0.03312,97.9,15.79,29.34,0.01156,0.3563,0.01227,0
0.05768,0.06736,0.09794,0.06542,10.94,0.04462,0.2699,0.004492,66.82,340.9,0.2372,0.08142,366.3,10.57,0.02222,69.35,18.32,13.12,0.01331,0.1818,0.01717,0
0.0578,0.08225,0.1263,0.2666,20.38,0.1232,0.2842,0.002436,117.5,990.0,0.172,0.08947,1292.0,18.03,0.1535,133.3,16.85,35.77,0.0156,0.2986,0.01295,1
0.0685,0.08251,0.1311,0.1822,12.98,0.09218,0.2599,0.003674,77.61,441.3,0.182,0.103,513.9,11.99,0.1202,84.48,24.89,19.39,0.02025,0.2623,0.02094,0
0.05916,0.09075,0.1401,0.3762,21.53,0.1314,0.2972,0.002556,117.3,981.6,0.1713,0.09997,1437.0,17.75,0.197,145.4,28.03,43.95,0.02015,0.3897,0.01237,1
0.05886,0.07285,0.1226,0.1881,16.43,0.0889,0.36,0.001971,95.88,674.8,0.1893,0.09179,829.5,14.8,0.08308,105.9,17.66,19.75,0.01171,0.2204,0.02254,0
0.05746,0.07463,0.1089,0.2649,16.3,0.078,0.2471,0.002327,94.25,659.7,0.1473,0.08388,830.5,14.53,0.09594,108.1,19.34,23.04,0.02048,0.2535,0.01394,0
0.05661,0.07425,0.1368,0.3101,25.68,0.1175,0.2268,0.002205,138.1,1384.0,0.1554,0.09684,2022.0,21.1,0.228,168.2,20.52,81.89,0.02075,0.6643,0.01029,1
0.06612,0.09952,0.09457,0.3399,12.79,0.1064,0.2305,0.008925,76.83,432.0,0.1349,0.06613,507.2,11.87,0.0875,83.51,21.54,20.24,0.06063,0.256,0.02354,0
0.05391,0.06091,0.1528,0.1845,21.44,0.09871,0.2293,0.001807,127.7,1191.0,0.1663,0.1032,1421.0,19.59,0.1466,139.8,25.0,56.18,0.01929,0.4674,0.01641,1
0.06104,0.08194,0.1208,0.1856,13.09,0.0645,0.2447,0.004302,76.77,442.5,0.1615,0.08437,523.7,12.0,0.07116,85.07,28.23,13.86,0.02589,0.1912,0.01745,0
0.06121,0.0781,0.1347,0.1478,15.8,0.09242,0.2606,0.003563,93.86,644.2,0.165,0.1099,749.9,14.53,0.1069,103.1,13.98,25.7,0.01251,0.306,0.02207,0
0.05826,0.0733,0.1225,0.1517,14.34,0.0543,0.327,0.001638,80.62,492.9,0.1799,0.08583,633.5,12.62,0.09851,91.62,17.15,13.32,0.008539,0.1692,0.01608,0
0.06016,0.07675,0.1172,0.1421,15.05,0.07426,0.2196,0.002985,86.34,557.2,0.1375,0.09245,705.6,13.38,0.07763,96.69,30.72,28.93,0.01246,0.3408,0.01564,0
0.06166,0.0722,0.1406,0.2031,13.12,0.08574,0.2884,0.002128,74.87,415.1,0.1799,0.09357,527.8,11.63,0.06835,86.04,29.29,23.13,0.02418,0.3135,0.02475,0
0.05584,0.06788,0.1289,0.1063,14.35,0.05205,0.2444,0.001828,84.1,537.9,0.1619,0.08791,632.9,13.21,0.06005,91.29,25.25,17.58,0.008082,0.2084,0.01347,0
0.05449,0.06291,0.1218,0.1093,14.34,0.05073,0.2306,0.001514,82.61,520.2,0.1667,0.08369,628.5,13.0,0.05921,91.06,25.13,21.19,0.008974,0.2621,0.01215,0
0.05952,0.07211,0.111,0.1109,10.67,0.04626,0.2321,0.002268,61.68,290.9,0.1621,0.07984,349.9,9.755,0.04866,68.03,28.2,11.28,0.0127,0.1781,0.01574,0
0.06281,0.0906,0.16,0.2444,22.96,0.111,0.301,0.004417,111.2,930.9,0.1793,0.09898,1648.0,17.08,0.1555,152.1,27.15,115.2,0.02219,0.9291,0.02045,1
0.05623,0.07427,0.1357,0.4256,36.04,0.1988,0.2641,0.004558,186.9,2501.0,0.2061,0.1084,4254.0,27.42,0.2625,251.2,26.27,542.2,0.05374,2.547,0.01697,1
0.05433,0.06464,0.1017,0.146,15.4,0.05223,0.2345,0.001892,92.25,646.1,0.1707,0.06995,734.6,14.4,0.05563,100.4,26.99,20.52,0.01679,0.2315,0.01414,0
0.05859,0.07863,0.1342,0.1808,12.77,0.05855,0.321,0.002768,73.88,412.7,0.1516,0.08508,495.1,11.6,0.08288,82.68,18.36,12.89,0.01701,0.1816,0.02124,0
0.05549,0.06925,0.1282,0.1965,14.9,0.05994,0.2235,0.001672,84.28,537.3,0.1454,0.07466,687.6,13.17,0.1045,95.1,18.22,16.89,0.01493,0.2023,0.01093,0
0.06432,0.1249,0.1201,0.5646,15.44,0.1223,0.2845,0.008133,86.87,542.9,0.1601,0.08284,733.5,13.24,0.1357,115.0,20.13,23.81,0.06657,0.281,0.01526,0
0.0602,0.08174,0.1351,0.3549,14.8,0.1089,0.2563,0.00323,85.98,536.9,0.1562,0.08675,689.1,13.14,0.1181,100.9,20.74,27.4,0.03179,0.3152,0.01561,0
0.06412,0.07875,0.1388,0.1255,11.15,0.05428,0.3057,0.002979,61.06,286.3,0.168,0.08311,380.2,9.668,0.025,71.11,18.1,20.98,0.01257,0.3416,0.02693,0
0.07369,0.1224,0.1207,0.4785,21.57,0.2004,0.2301,0.0113,119.0,980.5,0.1696,0.09289,1437.0,17.6,0.1996,143.6,23.33,104.9,0.07025,0.9289,0.01673,1
0.07255,0.0927,0.178,0.2878,13.36,0.1483,0.266,0.005217,76.38,408.8,0.1957,0.1175,528.1,11.62,0.1416,88.14,18.18,27.85,0.03206,0.4101,0.01807,0
0.06413,0.08524,0.1234,0.1542,11.14,0.06258,0.3174,0.003913,61.49,289.1,0.2238,0.08946,385.2,9.667,0.0656,70.88,18.49,22.73,0.01989,0.3776,0.0196,0
0.05698,0.06639,0.1041,0.09726,13.6,0.06,0.2404,0.003883,76.85,449.9,0.1854,0.08752,567.6,12.04,0.05547,87.24,28.14,44.96,0.01555,0.6061,0.02047,0
0.05669,0.08273,0.1065,0.2791,17.18,0.08549,0.2688,0.002379,96.45,686.9,0.1687,0.08098,906.6,14.92,0.1147,112.0,14.93,23.31,0.0177,0.2446,0.01148,0
0.0596,0.06743,0.09422,0.05213,13.45,0.03398,0.2409,0.003136,77.42,465.4,0.1701,0.07699,558.9,12.27,0.0,85.08,29.97,35.13,0.008243,0.4455,0.03141,0
0.06837,0.108,0.1332,0.3898,11.94,0.1069,0.2581,0.004672,70.41,358.9,0.1861,0.1007,433.1,10.88,0.07966,80.78,15.62,9.597,0.03093,0.1482,0.01212,0
0.05913,0.07802,0.1326,0.261,14.09,0.08269,0.3006,0.002289,82.89,506.9,0.1705,0.0904,605.8,12.83,0.09783,93.22,15.73,11.64,0.01796,0.1499,0.01601,0
0.06009,0.07858,0.1153,0.3429,16.45,0.1108,0.2534,0.002744,92.41,618.4,0.1506,0.08931,828.5,14.2,0.1339,112.1,20.53,31.01,0.03288,0.3478,0.0161,0
0.05536,0.07698,0.09384,0.2006,15.14,0.05319,0.2679,0.002095,88.97,599.4,0.1813,0.06828,718.9,13.9,0.06222,101.2,16.62,14.03,0.01315,0.1555,0.01316,0
0.06574,0.0918,0.1352,0.201,12.4,0.08228,0.2941,0.003614,73.99,404.9,0.1779,0.1046,467.6,11.49,0.07431,82.04,14.59,14.34,0.02114,0.2034,0.01843,0
0.06578,0.09136,0.1377,0.4462,17.39,0.1893,0.3318,0.006355,109.8,815.8,0.2151,0.1026,939.7,16.25,0.1775,122.1,19.51,33.12,0.0547,0.3147,0.02773,1
0.06284,0.07729,0.1208,0.2279,13.34,0.07838,0.2406,0.001858,78.29,455.3,0.1464,0.09087,547.4,12.16,0.0569,88.83,18.03,16.26,0.01666,0.2194,0.01454,0
0.05594,0.07603,0.1064,0.1415,16.41,0.05326,0.2356,0.002217,88.73,602.9,0.1579,0.07991,830.5,13.9,0.0815,104.4,19.24,28.41,0.01082,0.3316,0.01062,0
0.06639,0.09326,0.1393,0.2499,14.83,0.1155,0.3227,0.002787,87.32,546.3,0.1779,0.1071,660.2,13.47,0.1335,94.94,14.06,12.84,0.01452,0.1588,0.01698,0
0.06088,0.0696,0.1199,0.1346,14.96,0.07957,0.2518,0.001524,87.76,571.1,0.1732,0.0995,686.5,13.7,0.09077,95.78,17.64,20.64,0.008186,0.2431,0.01285,0
0.06259,0.08181,0.1541,0.2979,17.01,0.1299,0.2557,0.002256,102.8,747.2,0.1784,0.1043,854.3,15.73,0.1452,112.5,11.28,13.87,0.0182,0.163,0.01175,0
0.07325,0.1034,0.1175,0.4061,13.78,0.1511,0.3231,0.009627,82.85,476.7,0.2082,0.09514,580.6,12.45,0.1342,97.82,16.41,30.19,0.07471,0.3921,0.03232,0
0.05355,0.06596,0.1142,0.207,16.46,0.06698,0.2455,0.001219,94.21,666.0,0.1409,0.08641,831.0,14.64,0.07828,106.0,16.85,19.98,0.01393,0.2204,0.01254,0
0.06115,0.09009,0.1514,0.3725,23.96,0.1448,0.3266,0.003211,128.1,1167.0,0.1823,0.1089,1740.0,19.44,0.206,153.9,18.82,67.74,0.02833,0.5659,0.01717,1
0.06401,0.08024,0.1526,0.1477,13.32,0.09263,0.2804,0.003213,75.49,420.5,0.1853,0.1128,549.8,11.68,0.09815,86.57,16.17,27.57,0.01292,0.3713,0.02152,0
0.05325,0.07623,0.1009,0.292,19.18,0.07112,0.4677,0.0017,107.1,857.6,0.1846,0.07497,1084.0,16.69,0.08737,127.3,20.2,22.95,0.01446,0.2473,0.01961,1
0.05976,0.08203,0.1256,0.1804,14.17,0.052,0.31,0.002399,78.18,466.5,0.1544,0.08192,622.9,12.25,0.06335,92.74,22.44,18.04,0.01205,0.2239,0.01608,0
0.05243,0.05871,0.09862,0.09976,19.82,0.06217,0.1783,0.001309,114.6,992.1,0.122,0.07838,1210.0,17.85,0.08341,127.1,13.23,50.95,0.008274,0.4834,0.01302,0
0.06077,0.07625,0.1309,0.2327,21.53,0.1289,0.3251,0.003996,118.4,1007.0,0.2116,0.1001,1426.0,18.01,0.1489,143.4,20.56,89.74,0.027,0.7548,0.02897,1
0.06013,0.07028,0.09439,0.06477,13.19,0.04043,0.228,0.004821,78.83,477.3,0.1613,0.07372,534.0,12.46,0.0268,83.24,12.83,24.6,0.01003,0.3276,0.02869,0
0.05888,0.07429,0.1118,0.1646,14.5,0.05275,0.2687,0.002701,84.06,538.7,0.1713,0.07335,648.3,13.16,0.04195,95.29,20.54,26.07,0.02052,0.3237,0.02086,0
0.05748,0.06599,0.1216,0.1388,16.01,0.08345,0.2369,0.001812,96.12,680.9,0.1487,0.09587,783.6,14.87,0.1017,103.9,20.21,21.84,0.01371,0.2323,0.01959,0
0.06854,0.1033,0.1533,0.3842,14.38,0.1334,0.323,0.003563,82.69,485.6,0.1641,0.1076,633.7,12.65,0.1407,95.29,18.17,18.4,0.02502,0.2324,0.01759,0
0.06046,0.07661,0.1276,0.2506,14.06,0.0763,0.3035,0.001541,80.45,480.1,0.1526,0.08928,607.3,12.47,0.1053,92.82,17.31,11.91,0.01371,0.1532,0.01536,0
0.06697,0.09445,0.1412,0.3089,22.75,0.1317,0.251,0.005255,121.3,1068.0,0.1832,0.1012,1600.0,18.49,0.1663,146.4,17.52,95.77,0.03214,0.7923,0.01617,1
0.06222,0.08999,0.1464,0.3597,23.86,0.1644,0.248,0.003727,137.8,1320.0,0.1848,0.1085,1760.0,20.59,0.2113,163.2,21.24,75.09,0.02791,0.5904,0.01117,1
0.06869,0.08549,0.1135,0.2176,16.76,0.1364,0.2177,0.003237,98.73,689.4,0.1668,0.09883,856.9,15.04,0.1018,109.7,16.74,34.84,0.01819,0.372,0.01055,0
0.07237,0.1183,0.1794,0.3966,16.01,0.1681,0.3651,0.006995,92.33,595.9,0.2275,0.1162,788.0,13.82,0.1521,106.0,24.49,39.05,0.03856,0.4751,0.02434,1
0.06612,0.07538,0.158,0.1751,13.57,0.1085,0.3155,0.00248,81.25,476.3,0.1943,0.1158,552.0,12.54,0.08411,86.67,16.32,18.49,0.01567,0.2577,0.02801,0
0.05484,0.07277,0.1199,0.3625,30.79,0.1275,0.2908,0.002897,152.1,1682.0,0.1505,0.09342,2782.0,23.09,0.2264,211.5,19.83,180.2,0.03356,1.291,0.02201,1
0.09502,0.1252,0.1902,0.3441,10.28,0.2239,0.3038,0.01045,61.49,248.7,0.2378,0.1634,300.2,9.268,0.1025,69.05,12.87,20.04,0.04542,0.4076,0.02542,0
0.09575,0.1364,0.2006,0.3663,10.6,0.2204,0.2848,0.01148,64.12,272.5,0.2057,0.1255,328.1,9.676,0.1075,69.47,13.14,17.67,0.04888,0.2744,0.02632,0
0.06894,0.08839,0.1402,0.2315,13.16,0.1152,0.2709,0.003813,79.47,453.1,0.2124,0.1096,515.3,12.22,0.08088,85.13,20.04,12.58,0.02198,0.1811,0.0132,0
0.07976,0.1168,0.1662,0.2031,11.69,0.1071,0.278,0.008313,71.25,366.5,0.1954,0.1194,411.1,11.06,0.09514,76.08,17.12,12.3,0.02348,0.1779,0.0222,0
0.05657,0.0723,0.1354,0.1361,17.32,0.06712,0.23,0.002569,104.7,819.8,0.1711,0.09427,928.2,16.3,0.1357,109.8,15.7,20.67,0.01203,0.2067,0.01344,0
0.07083,0.1067,0.1732,0.4967,17.11,0.187,0.3013,0.006,103.8,731.3,0.1807,0.1183,909.4,15.46,0.2163,117.7,23.95,32.52,0.0494,0.3331,0.02105,1
0.06758,0.09879,0.1073,0.2793,12.45,0.09661,0.2604,0.006822,76.31,426.0,0.1499,0.08099,473.8,11.74,0.1056,81.25,14.69,13.04,0.03916,0.1924,0.0226,0
0.05348,0.06142,0.1139,0.1011,15.61,0.05016,0.2334,0.001779,94.66,680.7,0.1659,0.08472,760.2,14.81,0.07955,101.7,14.7,20.72,0.01197,0.2182,0.0158,0
0.07325,0.1109,0.1574,0.3856,16.41,0.1469,0.3585,0.004005,88.64,556.7,0.2116,0.1106,844.4,13.4,0.2051,113.3,20.52,33.67,0.02265,0.3906,0.01705,1
0.0564,0.07048,0.1223,0.1928,16.76,0.08918,0.2626,0.002281,94.29,658.8,0.1739,0.09832,862.0,14.58,0.09186,108.5,13.66,37.11,0.01812,0.4165,0.01539,0
0.05915,0.06954,0.1246,0.2101,17.58,0.08597,0.2282,0.001718,97.26,701.9,0.1561,0.09215,967.0,15.05,0.112,113.8,19.07,38.49,0.0163,0.386,0.01152,1
0.06211,0.06783,0.1483,0.1574,12.47,0.08499,0.306,0.001217,72.76,391.2,0.1927,0.1049,478.6,11.34,0.08542,79.15,18.61,18.19,0.01641,0.243,0.02434,0
0.05941,0.07863,0.1492,0.2536,21.86,0.1248,0.3074,0.002725,120.8,1052.0,0.186,0.1068,1493.0,18.31,0.151,142.2,20.58,67.36,0.01877,0.5449,0.01559,1
0.06188,0.09136,0.1417,0.3309,23.73,0.131,0.2549,0.003391,130.5,1214.0,0.1802,0.1037,1646.0,19.89,0.1613,160.5,20.26,59.7,0.02303,0.5079,0.01057,1
0.07253,0.08893,0.1456,0.2961,15.05,0.1661,0.2582,0.003299,84.45,493.1,0.1709,0.1218,674.7,12.88,0.1096,99.31,18.22,34.37,0.02329,0.4426,0.01816,0
0.06623,0.08557,0.1475,0.1979,14.45,0.1117,0.3071,0.003629,82.51,493.8,0.212,0.1125,624.1,12.75,0.08045,93.63,16.7,28.62,0.01561,0.3834,0.01805,0
0.07696,0.08982,0.185,0.2097,10.57,0.1225,0.3681,0.003901,59.96,257.8,0.2197,0.1371,326.6,9.295,0.07262,67.84,13.9,19.63,0.0254,0.3538,0.03997,0
0.06739,0.09671,0.1342,0.4188,29.92,0.2106,0.3157,0.00476,165.5,1841.0,0.1991,0.103,2642.0,24.63,0.2475,205.7,21.6,139.9,0.03212,0.9915,0.01879,1
0.06343,0.07613,0.1108,0.07723,11.93,0.04413,0.2557,0.002295,71.3,388.1,0.1637,0.08511,435.9,11.26,0.02832,76.38,19.83,9.332,0.0059,0.1344,0.01487,0
0.06843,0.09031,0.1425,0.2566,15.11,0.107,0.2849,0.003747,88.73,571.0,0.1714,0.09916,701.9,13.71,0.1284,99.43,18.68,26.45,0.02251,0.3191,0.0187,0
0.06891,0.09209,0.1419,0.2243,11.24,0.08419,0.2502,0.003494,63.0,293.2,0.1387,0.09492,376.5,9.847,0.06528,74.32,15.68,15.24,0.02042,0.2498,0.01824,0
0.07126,0.1049,0.1641,0.2235,9.473,0.07632,0.2983,0.003925,54.53,221.3,0.1678,0.1036,275.6,8.571,0.08512,63.3,13.1,7.254,0.01762,0.1267,0.01592,0
0.06317,0.08665,0.1624,0.3124,15.35,0.1138,0.3518,0.001787,87.44,551.1,0.1723,0.1075,719.8,13.46,0.1427,101.9,18.75,16.07,0.01443,0.1998,0.01354,0
0.05808,0.07592,0.1292,0.2074,13.61,0.06307,0.311,0.001366,78.94,468.5,0.1689,0.09003,564.9,12.34,0.107,87.22,12.27,8.955,0.009169,0.1166,0.01129,0
0.06457,0.07253,0.1394,0.1364,14.62,0.09755,0.216,0.005528,90.31,594.2,0.1976,0.1248,653.3,13.94,0.1015,94.52,13.17,44.74,0.03247,0.5461,0.01715,0
0.06608,0.08052,0.1521,0.1632,13.45,0.09009,0.2781,0.002234,77.83,445.2,0.1657,0.11,549.9,12.07,0.07393,86.92,13.44,18.54,0.01153,0.2513,0.01962,0
0.06677,0.07757,0.1349,0.1854,13.5,0.09713,0.2478,0.002318,75.89,422.9,0.1598,0.1073,552.3,11.75,0.101,88.52,17.56,30.66,0.01815,0.4384,0.01835,0
0.06461,0.0895,0.155,0.2964,13.35,0.09453,0.3206,0.002671,75.21,416.2,0.1859,0.1016,550.6,11.67,0.0812,87.0,20.02,15.34,0.01727,0.2067,0.01449,0
0.06155,0.07782,0.1264,0.1564,15.85,0.07255,0.2806,0.001697,87.76,575.5,0.1631,0.09277,773.4,13.68,0.08704,101.6,16.33,17.25,0.007228,0.2047,0.01054,0
0.05419,0.06386,0.1097,0.2534,23.23,0.1313,0.322,0.002719,134.7,1299.0,0.2166,0.09156,1645.0,20.47,0.1613,152.0,20.67,100.4,0.03089,0.8336,0.02816,1
0.06408,0.08278,0.1428,0.251,11.62,0.09752,0.2289,0.003534,70.79,365.6,0.1619,0.09687,407.5,10.96,0.09861,76.43,17.62,10.09,0.03378,0.1507,0.01322,0
0.06251,0.07569,0.1268,0.3135,24.3,0.1739,0.3077,0.002689,137.8,1308.0,0.2127,0.1046,1809.0,20.55,0.2148,160.2,20.86,87.78,0.02616,0.6986,0.01948,1
0.05982,0.08351,0.138,0.2733,15.29,0.1154,0.2698,0.003756,93.77,629.8,0.1926,0.1038,728.3,14.27,0.1362,104.3,22.55,18.54,0.02583,0.2027,0.01451,1
0.07405,0.0997,0.1768,0.3251,12.98,0.1552,0.2803,0.005824,76.37,406.4,0.2131,0.1236,487.7,11.69,0.1308,86.12,24.44,20.95,0.03495,0.2957,0.0156,0
0.07285,0.09938,0.1256,0.0834,9.077,0.04878,0.3058,0.006872,47.98,178.8,0.187,0.08098,248.0,7.729,0.0,57.17,25.49,19.14,0.009692,0.3777,0.02882,0
0.07751,0.1066,0.1596,0.3064,8.678,0.1199,0.279,0.007551,48.34,170.4,0.2037,0.08668,223.6,7.691,0.05,54.49,25.44,11.73,0.06457,0.2196,0.02105,0
0.06782,0.08134,0.1345,0.2118,12.26,0.112,0.2329,0.005512,74.65,402.9,0.1818,0.09984,457.8,11.54,0.06918,78.78,14.44,20.86,0.04112,0.2784,0.0184,0
0.06341,0.1023,0.134,0.4202,16.22,0.123,0.3187,0.006111,95.81,656.4,0.1872,0.08837,808.9,14.47,0.1205,113.5,24.99,23.11,0.04653,0.2542,0.02068,0
0.0568,0.06956,0.106,0.1376,16.51,0.07214,0.2722,0.002626,94.7,668.6,0.184,0.08275,826.4,14.74,0.1095,107.4,25.42,27.41,0.01172,0.3031,0.0187,0
0.05781,0.06443,0.1072,0.1381,14.37,0.06877,0.2473,0.001343,84.88,538.4,0.1628,0.08671,629.6,13.21,0.07958,92.48,28.06,17.85,0.01372,0.2351,0.01724,0
0.06688,0.08492,0.1264,0.2037,15.05,0.1018,0.2249,0.003599,89.77,584.8,0.162,0.09578,688.6,13.87,0.06845,99.17,20.7,23.12,0.02172,0.272,0.0149,0
0.05801,0.06953,0.1216,0.1517,15.35,0.06747,0.2642,0.002583,87.19,573.2,0.1664,0.09246,729.8,13.62,0.07174,97.58,23.23,31.24,0.02099,0.346,0.02087,0
0.06201,0.07399,0.1285,0.08842,11.25,0.04994,0.2681,0.002606,65.31,324.9,0.1885,0.09434,384.9,10.32,0.02381,71.12,16.35,12.97,0.007247,0.2104,0.0156,0
0.06714,0.09479,0.1461,0.2246,10.83,0.08066,0.2691,0.00589,65.85,320.8,0.1669,0.08877,357.4,10.26,0.08333,71.08,16.58,7.326,0.03084,0.1144,0.02277,0
0.06235,0.0792,0.1199,0.09546,10.93,0.0503,0.2552,0.004154,61.05,285.7,0.158,0.08491,364.2,9.683,0.03846,69.1,19.34,18.24,0.01123,0.2957,0.02203,0
0.06328,0.07626,0.1204,0.1633,13.03,0.06602,0.3059,0.002977,68.89,361.6,0.1976,0.08192,505.6,10.82,0.03264,83.9,24.21,33.0,0.0187,0.5196,0.02466,0
0.05948,0.06592,0.1001,0.07348,11.66,0.04227,0.2458,0.002228,68.51,360.5,0.1661,0.07431,412.3,10.86,0.0,74.08,21.48,20.67,0.01104,0.3163,0.03004,0
0.06552,0.08032,0.1087,0.1782,12.02,0.08194,0.3169,0.004723,71.49,378.4,0.203,0.09566,436.6,11.13,0.06413,77.8,22.44,17.85,0.03051,0.28,0.02912,0
0.05637,0.06484,0.1234,0.1064,13.87,0.04234,0.2407,0.001726,81.35,507.9,0.1539,0.08276,594.7,12.77,0.06498,88.1,29.43,18.76,0.01233,0.2409,0.01897,0
0.06576,0.07393,0.1103,0.08298,9.845,0.05605,0.2435,0.004623,59.01,264.0,0.1692,0.0924,295.8,9.333,0.02564,62.86,21.94,17.86,0.01834,0.3013,0.03759,0
0.05708,0.07242,0.1227,0.162,13.89,0.05824,0.2372,0.002801,82.5,514.3,0.1566,0.08123,595.7,12.88,0.06493,88.84,28.92,16.83,0.02153,0.2116,0.01695,0
0.06127,0.08283,0.1384,0.171,10.84,0.07658,0.2226,0.004938,65.67,321.4,0.1593,0.0903,357.6,10.29,0.09127,69.57,27.61,14.46,0.02736,0.2199,0.01843,0
0.06331,0.06742,0.1265,0.12,10.65,0.07504,0.2262,0.002278,64.73,311.7,0.1791,0.1003,347.3,10.16,0.02232,67.88,19.59,16.8,0.02222,0.2441,0.02572,0
0.06059,0.06969,0.1073,0.07158,10.49,0.04971,0.2475,0.003324,59.26,271.3,0.1742,0.08123,330.6,9.423,0.0,66.5,27.88,29.11,0.01124,0.5375,0.03004,0
0.06147,0.08004,0.1026,0.3171,15.48,0.133,0.2258,0.004406,96.39,657.1,0.1454,0.08473,733.5,14.59,0.1105,105.9,22.68,19.54,0.04639,0.2254,0.01638,0
